D A T E,KODEX 200,TIGER KOSDAQ150,TIGER S&P500,TIGER SYNTH-EURO STOXX 50(H),ACE Japan Nikkei225(H),TIGER CHINA A300,KOSEF 10YKTB,KBSTAR Credit,TIGER SYNTH-HY(H),KODEX Gold Futures(H),TIGER WTI Futures,KODEX INVERSE,KODEX USD Futures,KODEX USD Futures Inverse,KOSEF Enhanced Cash
2022/07/12,-0.1302,-0.1469,-0.1293,-0.0805,-0.0046,0.0531,0.0044,-0.0024,-0.041,-0.1237,0.0823,0.1412,0.0627,-0.0609,0.0012
2022/07/13,-0.142,-0.1417,-0.1367,-0.0863,-0.0174,0.045,0.0076,-0.0034,-0.0494,-0.131,-0.0099,0.1567,0.0669,-0.0637,0.0003
2022/07/14,-0.1402,-0.1409,-0.1511,-0.0952,-0.0223,0.0434,0.0003,-0.0068,-0.0526,-0.1326,-0.0225,0.1535,0.0721,-0.0673,0.0014
2022/07/15,-0.1247,-0.1372,-0.1369,-0.0928,-0.0134,0.0453,0.0099,-0.0063,-0.0627,-0.1411,-0.0432,0.1335,0.0796,-0.075,0.001
2022/07/18,-0.106,-0.1197,-0.1133,-0.067,0.013,0.0504,0.0145,-0.0032,-0.0458,-0.146,-0.0377,0.1099,0.0697,-0.0661,0.001
2022/07/19,-0.1193,-0.1334,-0.1299,-0.079,0.0014,0.053,0.0139,-0.0064,-0.0484,-0.1422,-0.0131,0.126,0.0636,-0.0614,0.0009
2022/07/20,-0.112,-0.1145,-0.1107,-0.0467,0.0201,0.0685,0.0025,-0.0072,-0.0473,-0.1272,0.0243,0.1167,0.0637,-0.0603,0.0008
2022/07/21,-0.1063,-0.1072,-0.1159,-0.0703,0.0085,0.0884,-0.0002,-0.0077,-0.0341,-0.1417,0.0164,0.1092,0.0585,-0.0561,0.0009
2022/07/22,-0.102,-0.1104,-0.0937,-0.0634,0.0201,0.0769,0.0101,-0.0047,-0.0371,-0.1277,0.0146,0.1045,0.0607,-0.0588,0.0011
2022/07/25,-0.0838,-0.0796,-0.0689,-0.0428,0.0418,0.1229,0.0056,-0.0057,-0.0302,-0.1061,0.0193,0.0816,0.0525,-0.0507,0.001
2022/07/26,-0.0844,-0.0965,-0.0802,-0.0444,0.038,0.1458,0.0072,-0.0067,-0.0302,-0.1017,0.0575,0.0819,0.0484,-0.0474,0.0011
2022/07/27,-0.0732,-0.0753,-0.0597,-0.0325,0.0498,0.1118,0.0086,-0.007,-0.0252,-0.1019,-0.0039,0.0698,0.0394,-0.0391,0.0008
2022/07/28,-0.0763,-0.0713,-0.0514,-0.0225,0.0273,0.098,0.0046,-0.0044,-0.0261,-0.0787,0.0436,0.0751,0.0227,-0.0238,0.0009
2022/07/29,-0.086,-0.0849,-0.0425,-0.0193,0.0271,0.0647,0.0154,-0.0018,-0.0153,-0.0837,-0.0227,0.0853,0.0369,-0.0361,0.001
2022/08/01,-0.0864,-0.0841,-0.0395,-0.012,0.0341,0.0701,0.0122,-0.0035,-0.0083,-0.086,-0.0151,0.0865,0.0405,-0.0383,0.0011
2022/08/02,-0.0879,-0.0781,-0.015,-0.0051,0.0293,0.0675,0.0293,0.0001,-0.012,-0.0672,-0.0271,0.0884,0.0335,-0.0336,0.0014
2022/08/03,-0.0793,-0.071,-0.017,0.0008,0.0292,0.0524,0.0298,-0.0007,-0.0025,-0.0547,-0.0344,0.0781,0.0362,-0.0353,0.0014
2022/08/04,-0.0769,-0.045,-0.0097,0.0109,0.0333,0.0482,0.0334,0.0016,-0.0108,-0.0585,-0.0654,0.0747,0.0375,-0.0353,0.0015
2022/08/05,-0.0708,-0.034,-0.0069,0.0101,0.0403,0.0527,0.0346,0.0026,-0.0083,-0.0474,-0.0779,0.0657,0.0286,-0.027,0.0017
2022/08/08,-0.0594,-0.015,-0.0003,0.0278,0.0417,0.0883,0.0284,0.0002,0.0046,-0.0613,-0.1166,0.0547,0.0289,-0.0288,0.0017
2022/08/09,-0.0474,0.0174,0.0116,0.0454,0.0538,0.1009,0.0277,-0.001,0.0113,-0.0535,-0.1134,0.0421,0.0262,-0.025,0.0015
2022/08/10,-0.0536,-0.0004,0.0195,0.0462,0.06,0.0784,0.0232,-0.0026,0.0084,-0.0466,-0.0624,0.0496,0.0302,-0.0284,0.0017
2022/08/11,-0.0378,-0.0085,0.047,0.0551,0.0558,0.0805,0.0094,-0.0028,0.0173,-0.0367,-0.0408,0.0297,0.0239,-0.0244,0.0019
2022/08/12,-0.018,0.0332,0.0714,0.0613,0.1043,0.0957,-0.0038,-0.0053,0.0156,-0.0401,-0.0327,0.0097,0.0114,-0.0107,0.0018
2022/08/16,-0.0345,0.0021,0.0717,0.0396,0.0897,0.0789,0.017,-0.0007,0.0228,-0.0206,-0.1191,0.0287,0.0225,-0.0196,0.0019
2022/08/17,-0.0486,-0.0222,0.0668,0.0365,0.098,0.0872,0.0139,-0.001,0.0186,-0.0341,-0.1616,0.0435,0.0279,-0.0267,0.0021
2022/08/18,-0.054,-0.0403,0.0433,0.0117,0.0834,0.0859,0.0156,-0.0005,0.0256,-0.034,-0.1474,0.0492,0.0442,-0.0414,0.0024
2022/08/19,-0.0458,-0.0386,0.0871,0.0342,0.1121,0.0813,0.0063,-0.004,0.0238,-0.0381,-0.1126,0.0396,0.0407,-0.0395,0.0024
2022/08/22,-0.0747,-0.0877,0.0698,0.0127,0.0761,0.0648,-0.0022,-0.0053,0.0209,-0.0631,-0.1295,0.0753,0.0593,-0.0537,0.0022
2022/08/23,-0.0893,-0.1121,0.0403,-0.0157,0.0535,0.0683,-0.0017,-0.0059,0.0076,-0.0709,-0.1191,0.0912,0.0676,-0.0623,0.0023
2022/08/24,-0.0684,-0.0721,0.047,-0.0063,0.0632,0.0613,-0.0117,-0.0068,0.0081,-0.0642,-0.0755,0.0675,0.0643,-0.0585,0.0021
2022/08/25,-0.0614,-0.0651,0.0532,0.0047,0.0687,0.0689,-0.0276,-0.011,0.0089,-0.0596,-0.078,0.0577,0.0581,-0.0541,0.0016
2022/08/26,-0.0577,-0.0733,0.0543,0.0143,0.0771,0.0724,-0.0244,-0.0111,0.0101,-0.0543,-0.0931,0.0542,0.0535,-0.0498,0.0019
2022/08/29,-0.09,-0.1082,-0.0102,-0.0442,0.0429,0.0696,-0.033,-0.0138,-0.0029,-0.0782,-0.1166,0.0906,0.0774,-0.0707,0.0018
2022/08/30,-0.0919,-0.0946,-0.0389,-0.0605,0.0358,0.0642,-0.0328,-0.0144,-0.0154,-0.0762,-0.1011,0.0941,0.0914,-0.0822,0.002
2022/08/31,-0.0886,-0.0904,-0.0386,-0.0608,0.0313,0.0545,-0.0282,-0.0142,-0.022,-0.0763,-0.1637,0.0899,0.085,-0.0762,0.002
2022/09/01,-0.1092,-0.1157,-0.058,-0.0862,0.0097,0.054,-0.0309,-0.0146,-0.0327,-0.0864,-0.1947,0.1172,0.0973,-0.087,0.0021
2022/09/02,-0.1045,-0.1052,-0.0357,-0.0715,0.0088,0.0387,-0.019,-0.0125,-0.0315,-0.0873,-0.1637,0.1102,0.0912,-0.0825,0.0021
2022/09/05,-0.1094,-0.1179,-0.0612,-0.0955,-0.0003,0.0225,-0.0146,-0.0098,-0.0262,-0.0908,-0.1778,0.1154,0.1088,-0.0976,0.0021
2022/09/06,-0.1094,-0.1108,-0.0592,-0.0944,0.0005,0.0313,-0.0177,-0.0112,-0.03,-0.0865,-0.1761,0.1154,0.1084,-0.097,0.0023
2022/09/07,-0.1057,-0.1024,-0.0502,-0.096,-0.0192,0.0251,-0.0098,-0.0082,-0.0304,-0.0841,-0.2275,0.1122,0.1051,-0.0938,0.003
2022/09/08,-0.1059,-0.0834,-0.0406,-0.0707,-0.0032,0.0173,-0.0059,-0.0068,-0.0188,-0.0764,-0.258,0.1102,0.1046,-0.0925,0.003
2022/09/13,-0.0311,-0.0119,0.077,0.0414,0.0652,0.0345,0.0075,-0.0025,0.0128,-0.0829,-0.2025,0.0255,0.0739,-0.0678,0.0032
2022/09/14,-0.0464,-0.0458,0.036,0.0086,0.0462,0.0263,0.0085,-0.0006,0.0177,-0.0765,-0.226,0.0423,0.0858,-0.0753,0.0033
2022/09/15,-0.0346,-0.0279,0.051,0.0189,0.0658,-0.0248,0.008,0.0001,0.0178,-0.079,-0.2012,0.029,0.0859,-0.076,0.0036
2022/09/16,-0.0408,-0.0514,0.027,-0.002,0.0488,-0.0354,0.005,-0.0005,0.003,-0.1004,-0.2119,0.0373,0.0853,-0.078,0.0041
2022/09/19,-0.0405,-0.0622,0.0435,0.0172,0.0679,-0.0515,0.0076,0.0017,0.0104,-0.1059,-0.2244,0.036,0.0874,-0.078,0.0042
2022/09/20,-0.0215,-0.0268,0.0589,0.0249,0.0794,-0.0637,0.0049,0.0006,0.0065,-0.0986,-0.1724,0.0162,0.0824,-0.0732,0.0044
2022/09/21,-0.0361,-0.0506,0.034,-0.0021,0.0523,-0.06,-0.0015,-0.0015,0.0078,-0.0933,-0.1873,0.0337,0.0835,-0.0729,0.0042
2022/09/22,-0.0218,-0.017,0.0154,0.0038,0.045,-0.0666,-0.0158,-0.0066,0.0043,-0.0975,-0.1633,0.0179,0.0947,-0.0827,0.0039
2022/09/23,-0.0259,-0.0114,-0.0018,-0.0034,0.0421,-0.0749,-0.027,-0.0093,0.0026,-0.0931,-0.1648,0.0227,0.0874,-0.0784,0.0035
2022/09/26,-0.0694,-0.1068,-0.0433,-0.042,0.0057,-0.0897,-0.0458,-0.0154,-0.0074,-0.1083,-0.2219,0.0716,0.1075,-0.0941,0.0031
2022/09/27,-0.0794,-0.1078,-0.0574,-0.0412,-0.0037,-0.0909,-0.0331,-0.0108,-0.0078,-0.116,-0.2349,0.0828,0.1117,-0.0993,0.0031
2022/09/28,-0.1089,-0.1254,-0.0748,-0.0742,-0.0258,-0.1054,-0.041,-0.0132,-0.0212,-0.1202,-0.2666,0.1164,0.1273,-0.112,0.0031
2022/09/29,-0.0934,-0.0983,-0.0367,-0.0636,-0.0082,-0.1049,-0.0383,-0.0125,-0.0052,-0.1043,-0.2333,0.0972,0.1137,-0.0998,0.0033
2022/09/30,-0.0822,-0.0901,-0.0361,-0.0436,-0.0143,-0.1092,-0.0303,-0.0108,-0.0026,-0.089,-0.222,0.0836,0.1075,-0.0947,0.0038
2022/10/04,-0.0506,-0.0272,-0.0272,-0.0238,0.0452,-0.1113,-0.0352,-0.0093,0.0101,-0.0658,-0.1912,0.0483,0.1024,-0.0917,0.0045
2022/10/05,-0.0653,-0.0936,-0.0203,-0.0042,0.037,-0.0857,-0.0469,-0.0109,0.0136,-0.054,-0.1752,0.0651,0.0896,-0.0812,0.0045
2022/10/06,-0.033,-0.0493,-0.0087,0.0365,0.0636,-0.0711,-0.0581,-0.0149,0.0114,-0.0308,-0.0783,0.0304,0.0778,-0.0696,0.005
2022/10/07,-0.0556,-0.0908,-0.0364,-0.0163,0.0346,-0.1001,-0.0656,-0.0166,0.0184,-0.0261,-0.0616,0.056,0.0926,-0.0807,0.0049
2022/10/11,-0.0747,-0.1305,-0.0722,-0.0252,0.0088,-0.1049,-0.0657,-0.0175,0.0013,-0.0468,-0.0716,0.0779,0.1076,-0.0933,0.0051
2022/10/12,-0.0578,-0.1022,-0.0594,-0.0182,0.0185,-0.1093,-0.0528,-0.0135,-0.0069,-0.0384,-0.0751,0.0584,0.0909,-0.0803,0.0047
2022/10/13,-0.0777,-0.1459,-0.0684,-0.0391,0.0006,-0.1042,-0.067,-0.0172,-0.0048,-0.0385,-0.0512,0.0827,0.0994,-0.0869,0.0057
2022/10/14,-0.0518,-0.1049,-0.027,0.0004,0.0282,-0.0899,-0.0631,-0.0153,-0.0022,-0.0368,-0.031,0.0516,0.0949,-0.0836,0.0049
2022/10/17,-0.0569,-0.106,-0.0502,-0.0064,0.0167,-0.0872,-0.0671,-0.0171,-0.0018,-0.0372,-0.0562,0.0569,0.0887,-0.0771,0.005
2022/10/18,-0.0654,-0.0948,-0.0391,-0.0004,0.0156,-0.0932,-0.0717,-0.0174,-0.0017,-0.0392,-0.0783,0.0663,0.0849,-0.0748,0.0049
2022/10/19,-0.0699,-0.114,-0.0309,0.0079,0.0199,-0.1079,-0.0795,-0.0185,-0.0069,-0.0442,-0.1364,0.0722,0.0912,-0.0809,0.0049
2022/10/20,-0.0858,-0.1458,-0.0704,-0.0329,-0.0191,-0.1082,-0.0735,-0.0182,-0.0026,-0.0504,-0.1053,0.0891,0.0978,-0.086,0.0049
2022/10/21,-0.0938,-0.1495,-0.0813,-0.0356,-0.0237,-0.1054,-0.091,-0.0217,-0.0153,-0.046,-0.1175,0.1005,0.1071,-0.0932,0.0044
2022/10/24,-0.0796,-0.1118,-0.0578,-0.0198,-0.0156,-0.1244,-0.0831,-0.0215,-0.0086,-0.0435,-0.1076,0.0823,0.102,-0.0895,0.004
2022/10/25,-0.0818,-0.1175,-0.0395,0.0004,-0.0071,-0.1366,-0.0829,-0.0202,-0.0119,-0.0485,-0.0659,0.0847,0.0972,-0.0855,0.0039
2022/10/26,-0.0788,-0.1237,-0.0367,0.0016,0.0022,-0.1336,-0.0749,-0.0208,-0.0081,-0.0412,-0.1097,0.082,0.0945,-0.084,0.0038
2022/10/27,-0.0631,-0.1078,-0.0293,0.0101,0.0005,-0.1289,-0.0801,-0.019,-0.0072,-0.0382,-0.053,0.0611,0.0852,-0.0768,0.0039
2022/10/28,-0.0811,-0.1246,-0.0612,-0.0151,-0.0088,-0.1449,-0.0692,-0.0209,-0.0026,-0.0528,-0.0825,0.0824,0.0987,-0.0869,0.0036
2022/10/31,-0.0715,-0.1198,-0.0532,-0.0169,0.0035,-0.1477,-0.0801,-0.0244,-0.0135,-0.0774,-0.0726,0.0713,0.1003,-0.0886,0.0035
2022/11/01,-0.0569,-0.1171,-0.0549,-0.0125,-0.0003,-0.1376,-0.0707,-0.0211,-0.0247,-0.0742,-0.0711,0.0545,0.0909,-0.082,0.0034
2022/11/02,-0.0535,-0.1199,-0.0605,-0.002,0.0104,-0.1053,-0.0757,-0.0221,-0.0134,-0.0754,-0.0228,0.051,0.0922,-0.0805,0.0033
2022/11/03,-0.0654,-0.1453,-0.0851,-0.0275,0.0123,-0.1114,-0.0762,-0.023,-0.0164,-0.0824,-0.0287,0.0651,0.0918,-0.0824,0.0032
2022/11/04,-0.0619,-0.1651,-0.103,-0.037,-0.0146,-0.0763,-0.0732,-0.0224,-0.0273,-0.0761,0.0206,0.0601,0.0879,-0.0789,0.0031
2022/11/07,-0.0581,-0.1665,-0.0973,-0.0104,-0.0164,-0.0878,-0.0803,-0.0251,-0.0218,-0.0723,0.0469,0.0574,0.0839,-0.0766,0.0029
2022/11/08,-0.0428,-0.1426,-0.0859,-0.0004,0.0016,-0.1038,-0.0752,-0.0222,-0.0322,-0.0657,0.0437,0.0392,0.0635,-0.0599,0.0029
2022/11/09,-0.0364,-0.1522,-0.0808,0.0039,-0.0016,-0.126,-0.0713,-0.022,-0.037,-0.0498,0.0103,0.0319,0.051,-0.0484,0.0029
2022/11/10,-0.0371,-0.1456,-0.0903,0.0086,-0.0019,-0.1216,-0.0619,-0.0195,-0.0288,-0.0514,-0.0135,0.0304,0.0547,-0.0498,0.0031
2022/11/11,-0.0149,-0.1112,-0.0607,0.0365,0.0273,-0.1282,-0.0435,-0.0168,-0.0252,-0.023,-0.0101,0.0075,0.0165,-0.0165,0.0034
2022/11/14,-0.0248,-0.1183,-0.0623,0.0385,-0.0072,-0.1125,-0.042,-0.0167,-0.0191,-0.0238,-0.0288,0.0193,0.0238,-0.0216,0.0033
2022/11/15,-0.0221,-0.0915,-0.0619,0.0455,-0.0093,-0.1032,-0.0378,-0.0149,-0.0154,-0.0188,-0.0586,0.0172,0.0169,-0.0154,0.0034
2022/11/16,-0.0264,-0.1018,-0.0743,0.0327,-0.0189,-0.0924,-0.0523,-0.0193,-0.0305,-0.0109,0.001,0.0193,0.0177,-0.0171,0.0035
2022/11/17,-0.0343,-0.1025,-0.083,0.0193,-0.0357,-0.1094,-0.0435,-0.0186,-0.0249,-0.0151,-0.0042,0.0278,0.0276,-0.0223,0.0035
2022/11/18,-0.0328,-0.1096,-0.0813,0.0435,-0.0284,-0.1084,-0.0401,-0.0185,-0.0191,-0.0072,-0.0348,0.0277,0.0197,-0.0202,0.0033
2022/11/21,-0.0347,-0.1145,-0.0794,0.0465,-0.0261,-0.1116,-0.0294,-0.0159,-0.0175,-0.0132,-0.0805,0.0286,0.0281,-0.0249,0.0036
2022/11/22,-0.029,-0.1069,-0.0665,0.066,-0.0071,-0.1195,-0.0269,-0.0158,-0.0167,-0.009,-0.0728,0.024,0.0173,-0.0158,0.0038
2022/11/23,-0.01,-0.0613,-0.0351,0.093,0.0043,-0.1172,-0.0261,-0.016,0,-0.0069,-0.0823,0.0031,0.0092,-0.01,0.0039
2022/11/24,-0.0048,-0.0613,-0.0283,0.0903,0.0131,-0.1155,-0.0092,-0.0125,0.0017,-0.0026,-0.1476,-0.001,-0.0067,0.0047,0.0046
2022/11/25,-0.0203,-0.0934,-0.0403,0.0784,0.0005,-0.1137,0.0041,-0.0083,0.0008,-0.0094,-0.1516,0.0147,-0.0025,0.0029,0.0052
2022/11/28,-0.0329,-0.1049,-0.0522,0.0706,-0.0005,-0.1346,0.0075,-0.0087,-0.0029,-0.0115,-0.1807,0.0283,0.0123,-0.0116,0.0053
2022/11/29,0.0023,-0.0535,-0.0175,0.1116,0.0184,-0.0959,0.0083,-0.007,-0.0004,0.01,-0.1399,-0.0062,-0.0113,0.0112,0.0054
2022/11/30,0.0063,-0.0832,-0.0267,0.1047,0.0038,-0.1031,0.0094,-0.0066,-0.0008,0.0035,-0.1649,-0.0093,-0.0151,0.0189,0.0053
2022/12/01,0.0279,-0.0428,0.033,0.1572,0.0387,-0.0863,0.0154,-0.0035,0.0176,0.0378,-0.0747,-0.0326,-0.035,0.0361,0.0056
2022/12/02,0.0106,-0.0665,0.0192,0.1479,0.0161,-0.0903,0.018,-0.0025,0.027,0.0511,-0.0586,-0.0152,-0.0405,0.0435,0.0059
2022/12/05,0.0074,-0.0426,0.0251,0.1566,0.018,-0.0664,0.0144,-0.0049,0.0244,0.0473,-0.0696,-0.0112,-0.0534,0.0577,0.0062
2022/12/06,-0.0054,-0.0694,0.0062,0.1489,0.0197,-0.0535,0.0213,-0.0033,0.0219,0.0214,-0.1037,0.001,-0.0333,0.0378,0.0061
2022/12/07,0.0035,-0.0566,0.0017,0.1471,0.0229,-0.0669,0.0247,-0.0047,0.0155,0.0349,-0.1036,-0.008,-0.0411,0.0436,0.0056
2022/12/08,0.0016,-0.0808,-0.0228,0.1165,-0.0043,-0.0666,0.0137,-0.0055,0.0102,0.0287,-0.0967,-0.004,-0.0392,0.0416,0.0059
2022/12/09,0.0132,-0.0716,-0.0129,0.1251,0.0092,-0.0586,0.0153,-0.0059,0.0196,0.0344,-0.1089,-0.016,-0.0522,0.0567,0.006
2022/12/12,0.0069,-0.0813,-0.0231,0.1157,0.0067,-0.0643,0.0162,-0.0045,0.0209,0.0296,-0.11,-0.009,-0.0482,0.0519,0.0061
2022/12/13,-0.0246,-0.1053,-0.0406,0.082,-0.0111,-0.0903,0.0148,-0.0065,0.0055,0.0265,-0.1333,0.0228,-0.0467,0.0511,0.0059
2022/12/14,0.0062,-0.0525,0.0142,0.1225,0.0209,-0.0848,0.0223,-0.0034,0.0166,0.0555,-0.1229,-0.0071,-0.0616,0.0693,0.006
2022/12/15,-0.0049,-0.0619,0.004,0.1113,0.01,-0.0781,0.0341,-0.0015,0.0303,0.0529,-0.1165,0.002,-0.0614,0.0646,0.0063
2022/12/16,-0.0025,-0.0601,-0.0031,0.0993,0.0109,-0.0502,0.0371,0.0011,0.0296,0.0637,-0.0979,-0.001,-0.0559,0.0627,0.0063
2022/12/19,0.0048,-0.0413,-0.0095,0.0932,-0.0071,-0.0616,0.0362,0.0008,0.0258,0.0671,-0.0997,-0.006,-0.0598,0.0664,0.0065
2022/12/20,-0.0069,-0.0693,-0.0404,0.0803,-0.0308,-0.0899,0.0206,0.0009,0.0228,0.061,-0.0999,0.007,-0.0656,0.0717,0.0065
2022/12/21,-0.0001,-0.0561,-0.0133,0.1166,-0.0328,-0.0873,0.0299,0.0019,0.0223,0.0738,-0.0932,-0.002,-0.0742,0.0817,0.0064
2022/12/22,0.024,-0.0233,0.0201,0.1352,-0.0139,-0.0797,0.0446,0.0072,0.0275,0.0859,-0.0461,-0.0235,-0.0925,0.1031,0.007
2022/12/23,0.0188,-0.0336,0.01,0.1287,-0.0184,-0.0864,0.0494,0.0108,0.0338,0.0618,-0.0474,-0.0184,-0.0859,0.0967,0.0076
2022/12/26,0.046,0.0271,0.0409,0.1591,0.0097,-0.0824,0.0586,0.0159,0.0405,0.0889,0.0355,-0.0443,-0.105,0.1176,0.0079
2022/12/27,0.0514,0.0212,0.0377,0.1388,0.0077,-0.075,0.0533,0.0133,0.0353,0.094,0.0447,-0.0472,-0.1005,0.1165,0.0083
2022/12/28,0.0652,0.0281,0.046,0.1712,0.0173,-0.0785,0.0497,0.0147,0.0481,0.1065,0.0451,-0.059,-0.1137,0.1324,0.0086
2022/12/29,0.0457,0.0035,0.0161,0.1503,-0.0009,-0.0773,0.0455,0.0152,0.034,0.0905,-0.0158,-0.0415,-0.1158,0.1348,0.0087
2023/01/02,0.0442,0.0062,0.0406,0.1564,-0.0058,-0.0831,0.0296,0.0109,0.0363,0.1009,-0.0011,-0.0404,-0.1057,0.1202,0.0084
2023/01/03,0.0442,0.0108,0.0459,0.1713,0.023,-0.0718,0.0423,0.0156,0.0376,0.0955,0.0023,-0.0404,-0.1069,0.1234,0.0087
2023/01/04,0.0409,-0.0256,0.0216,0.157,-0.0405,-0.0699,0.04,0.0134,0.0278,0.0749,-0.0722,-0.0376,-0.1004,0.116,0.0086
2023/01/05,0.0491,-0.0106,0.0112,0.1536,-0.0404,-0.0685,0.0461,0.0161,0.0312,0.0649,-0.1238,-0.0433,-0.0942,0.1088,0.009
2023/01/06,0.0487,-0.0225,-0.0015,0.1465,-0.0467,-0.0637,0.0503,0.0165,0.0341,0.0571,-0.1343,-0.0437,-0.0891,0.1012,0.0088
2023/01/09,0.0811,0.019,0.0403,0.1941,-0.0304,-0.0423,0.0659,0.0212,0.0373,0.0873,-0.1333,-0.0739,-0.1134,0.1335,0.009
2023/01/10,0.0824,-0.0015,0.035,0.1963,-0.0274,-0.0378,0.0686,0.0222,0.0386,0.0838,-0.1375,-0.0748,-0.1138,0.1316,0.0092
2023/01/11,0.1069,0.0611,0.0804,0.2257,-0.0084,-0.0026,0.0793,0.0269,0.0414,0.1179,-0.1613,-0.0964,-0.1269,0.1488,0.0095
2023/01/12,0.1006,0.0554,0.089,0.2372,0.0042,-0.0031,0.0641,0.0242,0.0552,0.1154,-0.1192,-0.0907,-0.12,0.1409,0.0104
2023/01/13,0.1266,0.0723,0.1021,0.2605,0.0029,0.0123,0.0834,0.028,0.0609,0.1248,-0.0868,-0.1122,-0.1254,0.1484,0.0101
2023/01/16,0.1087,0.0325,0.0724,0.2314,-0.0377,0.0102,0.0744,0.029,0.06,0.1362,-0.0969,-0.0963,-0.128,0.1538,0.0103
2023/01/17,0.0991,0.0151,0.0929,0.2404,-0.0189,0.0007,0.0691,0.0301,0.0675,0.1451,-0.0659,-0.0878,-0.13,0.1544,0.0105
2023/01/18,0.0781,-0.0083,0.0586,0.2144,-0.0094,0.0072,0.0851,0.0304,0.0472,0.1375,-0.0456,-0.0699,-0.1229,0.1462,0.0106
2023/01/19,0.0937,0.0109,0.041,0.1955,-0.0237,0.021,0.1048,0.0375,0.0621,0.15,-0.0461,-0.0835,-0.1293,0.1555,0.0114
2023/01/20,0.1117,0.0371,0.0507,0.1931,-0.0028,0.0344,0.0999,0.0377,0.0532,0.171,-0.053,-0.0969,-0.1311,0.1561,0.0116
2023/01/25,0.1148,0.0327,0.0411,0.1764,0.011,0.1011,0.1016,0.0382,0.0514,0.1576,-0.0513,-0.099,-0.1337,0.1606,0.0122
2023/01/26,0.1226,0.0517,0.0443,0.1755,0.0049,0.102,0.0883,0.0391,0.04,0.1601,-0.0482,-0.1064,-0.1301,0.1561,0.0124
2023/01/27,0.112,0.0252,0.0421,0.1705,0.0038,0.1046,0.0871,0.038,0.0436,0.1451,-0.0684,-0.0967,-0.1242,0.1497,0.0126
2023/01/30,0.1087,0.0315,0.0618,0.1703,0.0177,0.1004,0.0829,0.039,0.041,0.1514,-0.0941,-0.0934,-0.1286,0.1556,0.0129
2023/01/31,0.0755,0.0224,0.0221,0.1556,-0.0022,0.1122,0.0824,0.0413,0.0393,0.155,-0.1086,-0.0646,-0.1271,0.1534,0.0129
2023/02/01,0.071,0.0402,0.0336,0.1506,-0.0054,0.0951,0.0826,0.0414,0.0407,0.1617,-0.0972,-0.0616,-0.1226,0.1483,0.013
2023/02/02,0.0844,0.0732,0.0598,0.1465,-0.0019,0.0603,0.0844,0.0441,0.0396,0.1705,-0.1372,-0.0733,-0.1331,0.1595,0.0136
2023/02/03,0.095,0.09,0.0937,0.189,-0.0048,0.0646,0.095,0.0486,0.0427,0.1608,-0.1465,-0.0818,-0.1287,0.1565,0.0137
2023/02/06,0.0608,0.0813,0.0937,0.1753,0.0209,0.0257,0.0799,0.0447,0.0527,0.1299,-0.1804,-0.0517,-0.1085,0.1311,0.0135
2023/02/07,0.0561,0.0962,0.0829,0.1461,0.0197,0.0426,0.0857,0.047,0.0445,0.109,-0.1713,-0.0472,-0.0954,0.1155,0.0138
2023/02/08,0.0573,0.0805,0.0847,0.1485,-0.0035,0.0544,0.081,0.0451,0.0444,0.1127,-0.1514,-0.0489,-0.08,0.0989,0.0138
2023/02/09,0.0436,0.0955,0.0721,0.1386,0.0093,0.0944,0.0724,0.0446,0.044,0.0881,-0.1175,-0.036,-0.0687,0.082,0.0139
2023/02/10,0.0541,0.0986,0.0761,0.1406,0.0155,0.0933,0.0648,0.0438,0.0482,0.0758,-0.096,-0.0428,-0.0722,0.0867,0.0136
2023/02/13,0.0074,0.043,0.0166,0.0811,-0.0199,0.0912,0.0422,0.0392,0.0289,0.048,-0.1115,0.0021,-0.023,0.0347,0.013
2023/02/14,0.0199,0.0697,0.0336,0.0983,-0.0061,0.0668,0.0487,0.0412,0.0297,0.0449,-0.1044,-0.0116,-0.0351,0.0453,0.013
