D A T E,KODEX 200,TIGER KOSDAQ150,TIGER S&P500,TIGER SYNTH-EURO STOXX 50(H),ACE Japan Nikkei225(H),TIGER CHINA A300,KOSEF 10YKTB,KBSTAR Credit,TIGER SYNTH-HY(H),KODEX Gold Futures(H),TIGER WTI Futures,KODEX INVERSE,KODEX USD Futures,KODEX USD Futures Inverse,KOSEF Enhanced Cash
2023/02/15,-0.0022,0.0181,0.0288,0.0885,-0.0174,0.0578,0.0386,0.0387,0.0249,0.0315,-0.0898,0.0095,-0.0175,0.0277,0.0129
2023/02/16,0.0195,0.0676,0.0334,0.1072,-0.0035,0.0556,0.041,0.0419,0.0307,0.0229,-0.0848,-0.0116,-0.022,0.0331,0.0129
2023/02/17,0.024,0.0525,0.0182,0.1062,-0.0059,0.0528,0.0225,0.0378,0.0277,0.0222,-0.0883,-0.0146,-0.0197,0.0275,0.0126
2023/02/20,0.0298,0.1003,0.0291,0.101,-0.0016,0.0798,0.0214,0.0389,0.0203,0.0338,-0.0721,-0.0207,-0.0239,0.0365,0.0126
2023/02/21,0.0363,0.1307,0.0217,0.0926,-0.0078,0.0872,0.0204,0.0391,0.0135,0.0419,-0.055,-0.0268,-0.0368,0.0458,0.0123
2023/02/22,0.0257,0.1168,0.0071,0.0773,-0.0312,0.0806,0.0158,0.0388,0.0089,0.0437,-0.0606,-0.0184,-0.0298,0.0393,0.0122
2023/02/23,0.0317,0.0907,-0.0033,0.0804,-0.0312,0.0739,0.0209,0.0409,0.011,0.043,-0.0952,-0.0226,-0.0316,0.0433,0.0123
2023/02/24,0.013,0.0634,-0.0106,0.0846,-0.0255,0.081,0.0131,0.0378,0.0126,0.0297,-0.0335,-0.0062,-0.0085,0.0198,0.012
2023/02/27,0.0081,0.0768,-0.0212,0.0567,-0.0183,0.0842,0.0074,0.0368,0.0088,0.0193,-0.0424,0.001,0.0072,0.0023,0.0118
2023/02/28,0.0234,0.1311,-0.0089,0.0838,-0.0211,0.1161,-0.0068,0.0355,0.008,0.0241,0.0084,-0.0153,-0.0038,0.0141,0.0116
2023/03/02,0.0162,0.0919,-0.0375,0.0628,-0.0043,0.0936,-0.0133,0.0307,0.0058,0.0071,-0.0501,-0.0103,0.0194,-0.0103,0.0107
2023/03/03,0.0185,0.1254,-0.0277,0.0751,0.0116,0.0867,-0.0082,0.033,0.0054,0.0117,-0.0445,-0.0123,0.0086,-0.0006,0.0108
2023/03/06,0.0494,0.1654,0.0089,0.094,0.0182,0.0153,-0.0107,0.0331,0.0172,0.0376,0.0058,-0.0405,-0.0077,0.0162,0.0105
2023/03/07,0.0498,0.1674,0.024,0.098,0.0297,0.0112,-0.0057,0.034,0.0279,0.0333,0.0662,-0.0423,-0.0093,0.0162,0.0108
2023/03/08,0.0349,0.1716,0.0092,0.0875,0.0409,0.0179,-0.0097,0.0315,0.0236,0.0047,0.0504,-0.0282,0.0085,-0.0012,0.0104
2023/03/09,0.0197,0.1494,0.0008,0.0828,0.0305,0.0128,-0.0126,0.0326,0.01,0,0.0536,-0.0133,0.025,-0.0166,0.0105
2023/03/10,0.0087,0.1223,-0.0249,0.0701,0.015,0.0062,0.0001,0.0359,0.0084,0.0101,0.0324,-0.002,0.0263,-0.0177,0.0109
2023/03/13,0.0241,0.1479,-0.0196,0.0728,0.0029,0.0205,0.0173,0.0409,-0.005,0.0411,0.0254,-0.0172,0.0064,0.0011,0.0112
2023/03/14,-0.011,0.0774,-0.0461,0.0216,-0.026,0.021,0.0195,0.0395,-0.0004,0.043,-0.0168,0.0174,0.0181,-0.0125,0.0116
2023/03/15,0.0184,0.1367,-0.0227,0.057,-0.0134,0.0154,0.0069,0.0374,-0.0033,0.0489,-0.0601,-0.0111,0.0108,-0.0006,0.0111
2023/03/16,0.0194,0.1491,-0.002,0.0724,-0.0125,0.0117,0.0069,0.0381,-0.0042,0.065,-0.1049,-0.013,0.0142,-0.0057,0.0116
2023/03/17,0.0312,0.1665,0.0134,0.0777,0.0065,0.0097,0.0058,0.0378,-0.0067,0.0735,-0.0965,-0.023,0.0086,0,0.0119
2023/03/20,0.0321,0.1944,0.0252,0.072,0.0242,0.0582,0.033,0.0405,-0.0021,0.0997,-0.1277,-0.0258,0.0238,-0.0142,0.0117
2023/03/21,0.0372,0.1877,0.0269,0.0801,0.0351,0.0712,0.0311,0.0401,-0.005,0.0779,-0.1253,-0.0297,0.0296,-0.0208,0.012
2023/03/22,0.0368,0.1744,0.0277,0.0774,0.0422,0.0734,0.0255,0.0374,-0.0013,0.0575,-0.1253,-0.031,0.0347,-0.0246,0.0116
2023/03/23,0.0581,0.2251,0.0332,0.089,0.0516,0.0759,0.0324,0.0387,0.0025,0.0941,-0.1042,-0.0502,0.0092,0,0.0116
2023/03/24,0.0545,0.2376,0.0307,0.089,0.0423,0.0748,0.0374,0.0391,0.005,0.097,-0.1076,-0.0463,0.0192,-0.0101,0.0118
2023/03/27,0.0407,0.2039,0.0292,0.0886,0.0431,0.0605,0.0375,0.0378,0.0076,0.0788,-0.1351,-0.0347,0.0321,-0.0251,0.0117
2023/03/28,0.0655,0.2382,0.0374,0.0966,0.0515,0.0692,0.0434,0.0367,0.008,0.069,-0.0886,-0.0559,0.0331,-0.0239,0.0116
2023/03/29,0.0866,0.2813,0.053,0.1128,0.0767,0.0726,0.0437,0.0368,0.0084,0.0729,-0.0678,-0.0751,0.0398,-0.03,0.0115
2023/03/30,0.0942,0.301,0.0635,0.1272,0.0767,0.0758,0.0423,0.0368,0.0126,0.0762,-0.077,-0.0808,0.0376,-0.0266,0.0118
2023/03/31,0.1071,0.3066,0.0677,0.1429,0.0856,0.0867,0.0415,0.0373,0.0156,0.0846,-0.0609,-0.0924,0.0376,-0.0277,0.012
2023/04/03,0.108,0.3217,0.0602,0.1253,0.0881,0.0872,0.0304,0.0331,0.0257,0.0498,-0.0136,-0.0919,0.048,-0.0362,0.0115
2023/04/04,0.0902,0.3096,0.0735,0.1187,0.1113,0.0909,0.0313,0.0327,0.0219,0.0594,0.0495,-0.0762,0.0448,-0.0341,0.0112
2023/04/05,0.0876,0.3564,0.0629,0.0908,0.0917,0.0555,0.0281,0.031,0.0214,0.0814,0.0877,-0.0757,0.0423,-0.0323,0.011
2023/04/06,0.0569,0.3253,0.0665,0.0848,0.0719,0.0563,0.0316,0.0322,0.0146,0.0845,0.0715,-0.0487,0.048,-0.0384,0.011
2023/04/07,0.075,0.3639,0.0711,0.0903,0.0719,0.0656,0.0304,0.0313,0.0129,0.0858,0.0739,-0.0646,0.0467,-0.0379,0.0112
2023/04/10,0.0554,0.4062,0.0521,0.0666,0.07,0.0561,0.0254,0.0294,0.0021,0.0538,0.0737,-0.0461,0.07,-0.0579,0.0109
2023/04/11,0.0674,0.3946,0.0475,0.0664,0.0751,0.0502,0.0208,0.0269,0.0041,0.0511,0.0738,-0.0574,0.0713,-0.059,0.0108
2023/04/12,0.0677,0.3581,0.0325,0.0546,0.0781,0.0538,0.0193,0.0249,0.0021,0.0588,0.049,-0.0576,0.074,-0.0617,0.0103
2023/04/13,0.0621,0.3664,0.0292,0.0534,0.0902,0.0222,0.0102,0.0232,-0.0029,0.0557,0.0591,-0.0518,0.0665,-0.0551,0.0104
2023/04/14,0.0658,0.385,0.0404,0.0589,0.1056,0.0247,0.0104,0.0241,-0.0016,0.0677,0.0533,-0.056,0.0562,-0.0458,0.0107
2023/04/17,0.0662,0.4048,0.0374,0.053,0.1031,0.03,0.0157,0.0216,-0.0029,0.0429,0.0296,-0.0569,0.0689,-0.0566,0.0104
2023/04/18,0.0715,0.3988,0.0369,0.0448,0.0838,0.0415,0.006,0.0205,0.0066,0.0403,-0.0045,-0.0597,0.0739,-0.063,0.0103
2023/04/19,0.0657,0.3853,0.0538,0.0577,0.0992,0.0418,-0.0053,0.0161,-0.0074,0.0318,0.0195,-0.0549,0.0865,-0.0719,0.0096
2023/04/20,0.0556,0.3389,0.0586,0.0696,0.0905,0.0234,-0.0016,0.0166,-0.0062,0.0248,-0.0291,-0.0469,0.0804,-0.0683,0.0096
2023/04/21,0.0503,0.3119,0.0538,0.0668,0.0883,0.0144,0.0045,0.0181,-0.0082,0.0197,-0.047,-0.0406,0.0849,-0.071,0.0099
2023/04/24,0.0431,0.286,0.0507,0.0703,0.0897,-0.0015,0.0074,0.0188,-0.0016,0.0157,-0.0515,-0.0333,0.0912,-0.0759,0.01
2023/04/25,0.0139,0.241,0.0288,0.0622,0.0596,-0.0244,0.0018,0.0175,-0.0029,0.0224,-0.0225,-0.0085,0.0932,-0.0768,0.0097
2023/04/26,-0.0009,0.2208,0.0134,0.0463,0.0527,-0.031,0.004,0.0174,0.0079,0.014,-0.0372,0.0097,0.0961,-0.0799,0.0096
2023/04/27,-0.0054,0.269,0.0033,0.0387,0.0549,-0.0307,0.0046,0.0165,-0.0008,0.0284,-0.0823,0.0141,0.0969,-0.0816,0.0097
2023/04/28,-0.0034,0.2652,0.0177,0.0514,0.069,-0.0274,0.0041,0.0162,0.0004,0.0209,-0.0756,0.0119,0.0983,-0.081,0.0098
2023/05/02,0.0176,0.235,0.0058,0.0493,0.0785,0.0151,-0.0042,0.0099,-0.0029,0.0058,-0.02,-0.0086,0.1106,-0.0915,0.0086
2023/05/03,0.0043,0.1947,-0.0085,0.0292,0.0736,0.0157,-0.0063,0.0092,-0.0086,0.0413,-0.0536,0.0032,0.0978,-0.083,0.0086
2023/05/04,0.0005,0.2056,-0.0166,0.0262,0.059,0.0167,-0.0023,0.0114,-0.0016,0.0532,-0.0906,0.0064,0.087,-0.0733,0.0088
2023/05/08,0.0145,0.17,-0.01,0.0269,0.063,0.0177,0.0098,0.0128,0.0041,0.0656,-0.0728,-0.0054,0.0592,-0.0486,0.0087
2023/05/09,0.0146,0.1407,-0.0029,0.0363,0.0744,-0.0015,0.0129,0.0127,0,0.0676,-0.0752,-0.0064,0.0619,-0.0487,0.0085
2023/05/10,0.0109,0.1458,0.0089,0.036,0.0631,-0.005,0.0114,0.0118,-0.0037,0.0803,-0.0607,-0.0043,0.0576,-0.0477,0.0086
2023/05/11,0.0081,0.1289,0.0141,0.0357,0.0639,-0.005,0.0154,0.013,-0.0004,0.0823,-0.0572,-0.0011,0.059,-0.0488,0.0089
2023/05/12,0.0033,0.1262,0.0118,0.0353,0.0738,-0.0105,0.0172,0.0135,-0.0021,0.0692,-0.0887,0.0032,0.0673,-0.0543,0.0089
2023/05/15,0.0256,0.1219,0.0014,0.0349,0.0979,-0.0114,0.0183,0.0125,-0.0008,0.0804,-0.1032,-0.0157,0.0525,-0.0433,0.009
2023/05/16,0.0083,0.0881,-0.0098,0.0116,0.0895,-0.0104,0.0216,0.0118,0.0025,0.0822,-0.1018,0,0.0541,-0.0439,0.0088
2023/05/17,0.0206,0.1422,0.0073,0.0195,0.1069,-0.014,0.0329,0.0154,0.0029,0.0785,-0.0922,-0.0127,0.0402,-0.0313,0.0089
2023/05/18,0.0304,0.136,0.0174,0.0319,0.1244,-0.0145,0.0285,0.0143,0.0021,0.0739,-0.063,-0.0211,0.0385,-0.0285,0.0092
2023/05/19,0.0449,0.1448,0.0297,0.0376,0.1331,-0.029,0.0256,0.0142,0.0029,0.0677,-0.063,-0.0348,0.0325,-0.0239,0.009
2023/05/22,0.0681,0.1505,0.0423,0.0548,0.1574,-0.0456,0.0297,0.0139,0.019,0.0635,-0.0645,-0.0572,0.0235,-0.0132,0.009
2023/05/23,0.0578,0.1614,0.0417,0.0483,0.1525,-0.0553,0.0192,0.0127,0.0088,0.0608,-0.0208,-0.0463,0.024,-0.0142,0.0088
2023/05/24,0.0634,0.1621,0.0291,0.0256,0.1292,-0.0545,0.0134,0.0121,0.005,0.0718,-0.0275,-0.0511,0.0205,-0.012,0.0086
2023/05/25,0.0625,0.1472,0.0274,0.0168,0.134,-0.061,0.0056,0.0102,0,0.0606,-0.0239,-0.0501,0.0286,-0.0189,0.0088
2023/05/26,0.0661,0.1442,0.03,0.0158,0.1381,-0.0545,0.0034,0.0093,0,0.0568,-0.0514,-0.0532,0.0277,-0.0177,0.0088
2023/05/30,0.0871,0.1322,0.0533,0.032,0.1522,-0.0786,0.0203,0.0115,0.0071,0.0547,-0.0466,-0.0715,0.0126,-0.0046,0.0088
2023/05/31,0.0793,0.1442,0.0462,0.0104,0.1366,-0.0845,0.0298,0.0133,0.01,0.0702,-0.0836,-0.0663,0.0139,-0.0035,0.0089
2023/06/01,0.0758,0.1553,0.0456,0.0064,0.1463,-0.09,0.0281,0.0129,0.0092,0.0698,-0.0956,-0.0632,0.0101,-0.0023,0.0095
2023/06/02,0.0869,0.1777,0.0697,0.0251,0.162,-0.0962,0.0382,0.0169,0.0079,0.067,-0.0855,-0.0717,0.0047,0.004,0.0097
2023/06/05,0.0877,0.1384,0.0709,0.0205,0.168,-0.0948,0.0268,0.0135,0.0141,0.0431,-0.0652,-0.074,0.0188,-0.0074,0.0095
2023/06/07,0.0759,0.1367,0.0512,0.01,0.1377,-0.0842,0.0222,0.0144,0.0049,0.0487,-0.1129,-0.0631,0.0163,-0.0057,0.0091
2023/06/08,0.09,0.1241,0.0635,0.0199,0.1233,-0.085,0.0178,0.0148,-0.0004,0.0607,-0.0667,-0.0746,0.0013,0.011,0.0095
2023/06/09,0.108,0.1556,0.0676,0.0201,0.1387,-0.0837,0.021,0.0145,0.0083,0.0712,-0.0734,-0.0909,-0.0101,0.0209,0.0094
2023/06/12,0.1129,0.1878,0.1011,0.0336,0.1632,-0.0822,0.0102,0.0116,0.0162,0.0584,-0.0749,-0.094,-0.0147,0.025,0.0091
2023/06/13,0.1092,0.1929,0.0997,0.0441,0.199,-0.0933,-0.006,0.0076,0.0277,0.033,-0.1181,-0.0917,-0.0094,0.02,0.0087
2023/06/14,0.1302,0.1905,0.1215,0.0846,0.2469,-0.0877,-0.02,0.0053,0.0205,0.008,-0.0633,-0.1075,-0.011,0.0219,0.0083
2023/06/15,0.1122,0.1571,0.1037,0.0591,0.2384,-0.0655,-0.0111,0.0062,0.0187,0.0068,-0.0501,-0.0946,-0.006,0.016,0.0085
2023/06/16,0.1217,0.1743,0.1245,0.0759,0.2583,-0.0534,-0.0117,0.0053,0.028,0.0116,0.0386,-0.1014,-0.0178,0.0294,0.0081
2023/06/19,0.1028,0.1614,0.1024,0.0738,0.2257,-0.058,-0.0091,0.0055,0.0277,0.0004,0.033,-0.0861,-0.006,0.016,0.0079
2023/06/20,0.1089,0.1478,0.1202,0.0906,0.2479,-0.0587,-0.017,0.0038,0.0295,-0.03,0.0698,-0.0916,-0.0106,0.0201,0.0079
2023/06/21,0.0958,0.1335,0.0998,0.0579,0.2627,-0.0776,-0.0147,0.0049,0.0287,-0.0329,0.0622,-0.0805,-0.003,0.0121,0.0078
2023/06/22,0.0849,0.1166,0.0771,0.0383,0.2228,-0.0805,-0.019,0.0047,0.0189,-0.0177,0.046,-0.0702,0.003,0.0063,0.0079
2023/06/23,0.0764,0.1106,0.0916,0.0409,0.2045,-0.0858,-0.0213,0.0026,0.0188,-0.0451,-0.0207,-0.0642,0.0308,-0.0225,0.0079
2023/06/26,0.0856,0.1051,0.0914,0.0409,0.2134,-0.0864,-0.0211,0.0037,0.0158,-0.0438,-0.0065,-0.0702,0.0223,-0.0119,0.0077
2023/06/27,0.0901,0.0909,0.0784,0.0423,0.1997,-0.0808,-0.0173,0.0049,0.0188,-0.0326,0.0039,-0.0749,0.0124,0.0006,0.0077
2023/06/28,0.0716,0.0771,0.0868,0.0452,0.2184,-0.0744,-0.0166,0.0057,0.015,-0.0325,-0.0636,-0.0602,0.0188,-0.008,0.0077
2023/06/29,0.0698,0.0557,0.0856,0.0479,0.2071,-0.0727,-0.0157,0.0055,0.0246,-0.0402,-0.058,-0.0583,0.023,-0.0126,0.0078
2023/06/30,0.0655,0.0565,0.0805,0.0412,0.2055,-0.075,-0.0208,0.0039,0.0187,-0.042,-0.0411,-0.0545,0.0269,-0.016,0.0074
2023/07/03,0.075,0.0852,0.0775,0.0376,0.2011,-0.0973,-0.0076,0.0055,0.0099,-0.0317,-0.1123,-0.0622,0.005,0.0046,0.0074
2023/07/04,0.0658,0.085,0.0698,0.0248,0.1871,-0.0994,-0.0143,0.0045,0.0153,-0.0375,-0.1315,-0.055,0.0021,0.0087,0.0073
2023/07/05,0.0498,0.0653,0.0738,0.0242,0.2013,-0.1003,-0.0167,0.004,0.0025,-0.0612,-0.1277,-0.0394,0.0042,0.0069,0.0071
2023/07/06,0.0607,0.0459,0.0752,0.0156,0.1979,-0.1086,-0.0246,0.0026,0.0103,-0.0574,-0.1063,-0.0491,0.0008,0.0104,0.0071
2023/07/07,0.0281,0.0131,0.0642,-0.0106,0.1848,-0.1188,-0.0276,0.0023,0.0033,-0.0619,-0.105,-0.0191,0.0034,0.0081,0.0068
2023/07/10,0.0166,-0.0297,0.0576,-0.0136,0.1661,-0.1101,-0.0372,-0.0004,0.0082,-0.0469,-0.0945,-0.0075,0.0021,0.0075,0.0066
2023/07/11,0.0219,-0.0176,0.063,-0.002,0.1565,-0.1078,-0.0276,0.0016,0.0049,-0.0448,-0.0923,-0.0131,-0.0096,0.0192,0.0067
2023/07/12,0.0253,0.0003,0.0705,0.004,0.1399,-0.1147,-0.028,0.0009,0.0103,-0.0491,-0.0879,-0.0164,-0.0142,0.0262,0.0069
2023/07/13,0.0314,0.0157,0.0828,0.0158,0.1626,-0.0959,-0.0197,0.0043,0.0103,-0.0398,-0.0908,-0.0219,-0.0156,0.0277,0.0071
2023/07/14,0.0433,0.012,0.0754,0.0111,0.1415,-0.0961,-0.022,0.0032,0.0193,-0.0533,-0.0748,-0.0329,-0.0149,0.0246,0.0072
2023/07/17,0.039,0.011,0.0737,0.0095,0.1308,-0.1276,-0.0153,0.0048,0.0198,-0.0404,-0.0961,-0.0296,-0.0219,0.0329,0.0071
2023/07/18,0.0338,0.0439,0.0759,0.0056,0.134,-0.1389,-0.0141,0.0044,0.016,-0.0311,-0.0883,-0.0252,-0.0302,0.0446,0.0071
2023/07/19,0.0318,0.0762,0.0874,0.0124,0.1553,-0.1372,-0.0054,0.0054,0.021,-0.0177,-0.0643,-0.0219,-0.035,0.0454,0.0072
2023/07/20,0.0317,0.1181,0.0867,-0.0016,0.136,-0.1255,-0.0061,0.0059,0.0256,-0.0188,-0.045,-0.0219,-0.0263,0.0402,0.0075
2023/07/21,0.038,0.1534,0.0876,0.0016,0.1327,-0.109,-0.0147,0.004,0.0207,-0.0197,-0.0129,-0.0293,-0.0221,0.0321,0.0074
2023/07/24,0.052,0.1882,0.0896,0.001,0.1423,-0.1057,-0.0172,0.0031,0.0193,-0.0205,-0.0035,-0.0409,-0.0281,0.0405,0.0074
2023/07/25,0.0673,0.2442,0.0924,0.0075,0.1443,-0.0691,-0.0189,0.0032,0.0169,-0.0273,-0.0035,-0.0544,-0.0315,0.0416,0.0075
2023/07/26,0.0545,0.1975,0.1041,0.0144,0.1501,-0.081,-0.0183,0.0027,0.0156,-0.0242,0.0175,-0.0457,-0.0323,0.0452,0.0074
2023/07/27,0.0637,0.1067,0.112,0.0165,0.1591,-0.0827,-0.0132,0.0048,0.0168,-0.0246,0.057,-0.0522,-0.033,0.0465,0.0074
2023/07/28,0.0592,0.1502,0.0888,0.0205,0.1364,-0.0666,-0.0202,0.0035,0.0066,-0.0298,0.0529,-0.0481,-0.0346,0.0447,0.0076
2023/07/31,0.0639,0.193,0.0958,0.0231,0.155,-0.0642,-0.0223,0.0034,0.0164,-0.0267,0.0626,-0.0524,-0.0367,0.0488,0.0076
2023/08/01,0.0814,0.187,0.0975,0.0228,0.1603,-0.0642,-0.0193,0.0042,0.0176,-0.0259,0.0782,-0.0684,-0.0285,0.0406,0.0076
2023/08/02,0.0465,0.1213,0.0801,0.0023,0.1241,-0.061,-0.0239,0.0043,0.0099,-0.0294,0.0841,-0.0378,-0.0189,0.0318,0.0078
2023/08/03,0.0489,0.1848,0.0806,0.0059,0.1091,-0.0489,-0.0303,0.003,0.0186,-0.0522,0.1008,-0.0396,-0.0161,0.0288,0.008
2023/08/04,0.0531,0.1635,0.0915,0.0093,0.1245,-0.0304,-0.0372,0.0003,0.0086,-0.0637,0.1599,-0.0426,0.0013,0.0093,0.0078
2023/08/07,0.0505,0.1137,0.0846,0.007,0.1293,-0.0493,-0.031,0.001,0.0094,-0.0618,0.19,-0.0405,-0.0013,0.0122,0.008
2023/08/08,0.0288,0.1225,0.0774,0.002,0.1183,-0.0476,-0.023,0.0033,0.0181,-0.0551,0.138,-0.0205,0.0075,0.0017,0.008
2023/08/09,0.0432,0.1678,0.0779,-0.0039,0.1046,-0.0478,-0.0266,0.0026,0.0169,-0.0592,0.1377,-0.0333,0.0054,0.0029,0.0082
2023/08/10,0.0464,0.1811,0.0761,0.0033,0.1245,-0.0352,-0.0253,0.0025,0.0185,-0.066,0.1516,-0.0363,0.0058,0.0047,0.0083
2023/08/11,0.0459,0.1901,0.0664,0.0043,0.1252,-0.0482,-0.0318,0.0016,0.0107,-0.0685,0.1225,-0.0362,0.0104,0,0.0083
2023/08/14,0.0414,0.168,0.0664,-0.0059,0.0955,-0.0561,-0.0377,0.0003,0.0197,-0.0586,0.1524,-0.0308,0.0074,0.0012,0.0081
2023/08/16,0.0202,0.1319,0.0643,-0.0151,0.0681,-0.0715,-0.0334,0.0006,0.019,-0.0614,0.1299,-0.0107,0.0094,-0.0006,0.0082
2023/08/17,0.0138,0.1253,0.0602,-0.0158,0.0563,-0.0567,-0.0417,0.0007,0.0211,-0.0589,0.126,-0.0043,0.014,-0.0047,0.0088
2023/08/18,-0.0012,0.1171,0.041,-0.0367,0.0341,-0.0644,-0.0301,0.0025,0.0095,-0.0552,0.1034,0.0097,0.0144,-0.0053,0.0085
2023/08/21,-0.0143,0.1343,0.0273,-0.043,0.0272,-0.0653,-0.0324,0.0018,0.0161,-0.0516,0.1196,0.023,0.0249,-0.0128,0.0086
2023/08/22,-0.0167,0.1252,0.0396,-0.0365,0.0319,-0.0611,-0.035,0.0017,0.0182,-0.0488,0.1315,0.0287,0.0242,-0.0151,0.0088
2023/08/23,-0.0217,0.0894,0.0382,-0.0322,0.0372,-0.0528,-0.0235,0.0027,0.0186,-0.0412,0.1013,0.0309,0.0314,-0.0208,0.0088
2023/08/24,-0.0047,0.1263,0.0663,-0.0085,0.0553,-0.0497,-0.0191,0.0031,0.0231,-0.0405,0.0676,0.0143,0.0155,-0.0058,0.0091
2023/08/25,-0.0147,0.1401,0.0458,-0.0112,0.0324,-0.0485,-0.0166,0.0044,0.0228,-0.0327,0.0759,0.0253,0.0095,0,0.0091
2023/08/28,-0.0113,0.1523,0.0519,-0.0043,0.0446,-0.0476,-0.0082,0.0056,0.0241,-0.0281,0.1159,0.0209,0.0104,-0.0006,0.0091
2023/08/29,-0.0067,0.1543,0.0581,0.006,0.0453,-0.0376,-0.006,0.0066,0.0266,-0.0253,0.1108,0.0154,0.0087,0.0012,0.009
2023/08/30,-0.017,0.1419,0.0551,-0.0049,0.0354,-0.0231,-0.0061,0.0069,0.0227,-0.0096,0.1291,0.0257,0.0112,0.0017,0.0091
2023/08/31,-0.0095,0.1326,0.0663,0.0103,0.0582,-0.0189,-0.013,0.006,0.0255,-0.0204,0.1773,0.02,0.0099,0,0.0092
2023/09/01,0.0036,0.1033,0.0641,0.013,0.0539,-0.0141,-0.0075,0.0064,0.019,-0.0232,0.2206,0.0066,0.0096,0.0017,0.0168
2023/09/04,-0.0028,0.0961,0.0651,0.0013,0.0476,-0.007,-0.0185,0.0046,0.0251,-0.0269,0.2036,0.0123,0.0227,-0.0121,0.0087
2023/09/05,-0.0067,0.0916,0.0416,-0.0125,0.0275,-0.0032,-0.0153,0.0055,0.018,-0.0155,0.1806,0.018,0.0281,-0.0178,0.0088
2023/09/06,-0.0137,0.0824,0.0386,-0.0155,0.0346,-0.0043,-0.014,0.0057,0.0164,-0.0207,0.1918,0.0247,0.0294,-0.0178,0.0088
2023/09/07,-0.0165,0.0461,0.029,-0.024,0.0415,0.0055,-0.0253,0.0024,0.0127,-0.0323,0.2252,0.0292,0.0349,-0.0241,0.009
2023/09/08,-0.0138,0.0663,0.036,-0.0155,0.0338,-0.0104,-0.0097,0.0055,0.0153,-0.0199,0.2008,0.0235,0.0332,-0.0247,0.0086
2023/09/11,-0.024,0.0428,0.0326,-0.0184,0.0116,-0.0016,-0.0181,0.0039,0.0197,-0.0299,0.2312,0.0364,0.0429,-0.0296,0.0086
2023/09/12,-0.0227,0.0279,0.0303,-0.0171,0.0152,-0.0022,-0.0195,0.0039,0.0147,-0.0319,0.2637,0.0338,0.0422,-0.03,0.0085
2023/09/13,-0.0266,-0.0085,0.0136,-0.038,-0.0087,0.0033,-0.0182,0.0021,0.0098,-0.037,0.3133,0.0397,0.0582,-0.0448,0.0085
2023/09/14,-0.008,0.0536,0.017,-0.028,-0.0079,-0.0094,-0.0101,0.0052,0.0193,-0.031,0.2796,0.0169,0.048,-0.0372,0.0086
2023/09/15,0.0084,0.0445,0.0243,-0.0162,0.0068,-0.025,-0.0079,0.0052,0.009,-0.0188,0.3272,0.0011,0.0475,-0.0361,0.0086
2023/09/18,-0.0084,0.0238,-0.0016,-0.0282,-0.0081,-0.0349,-0.0147,0.0042,0.013,-0.0272,0.2936,0.0181,0.0517,-0.0403,0.0085
2023/09/19,-0.0105,0.0147,0.001,-0.0416,-0.0013,-0.027,-0.0127,0.004,0.0098,-0.0237,0.2963,0.0202,0.0492,-0.0355,0.0085
2023/09/20,-0.0089,0.0275,0.0016,-0.0261,-0.004,-0.0255,-0.0148,0.004,0.0102,-0.0214,0.2737,0.019,0.0501,-0.0367,0.0085
2023/09/21,-0.0171,0.0169,-0.0076,-0.0262,-0.0273,-0.0169,-0.0223,0.0029,0.0139,-0.014,0.257,0.0255,0.0514,-0.0364,0.0086
45191,-0.0231,0.015,-0.0126,-0.0254,-0.0197,-0.0077,-0.0167,0.0042,0.0086,-0.0136,0.2613,0.0311,0.0449,-0.0314,0.0084
45194,-0.0175,-0.0048,-0.0161,-0.0241,0.0025,-0.0077,-0.0159,0.0054,0.0156,-0.0077,0.3285,0.0288,0.0378,-0.0236,0.0084
45195,-0.0352,-0.023,-0.0174,-0.0389,-0.0079,0.0022,-0.0226,0.0044,0.0094,-0.0165,0.2937,0.0455,0.0466,-0.0333,0.0091